movieId,pop_count,mean_rating,bayes,title,genres
293,923,4.106175514626218,4.07921708391723,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller
356,2194,4.087967183226983,4.076683699933808,Forrest Gump (1994),Comedy|Romance|War
3000,345,4.147826086956521,4.076147399117635,"Princess Mononoke, The (Mononoke Hime) (1997)",Action|Adventure|Animation
1952,663,4.113122171945701,4.075846034574285,Midnight Cowboy (1969),Drama
1287,704,4.110795454545454,4.07570056054571,Ben-Hur (1959),Action|Adventure|Drama
1387,1697,4.089569829110195,4.0750304651697,Jaws (1975),Action|Horror
1263,700,4.11,4.074770963535288,"Deer Hunter, The (1978)",Drama|War
1300,330,4.1454545454545455,4.071258480661752,My Life as a Dog (Mitt liv som hund) (1985),Drama
1199,913,4.097480832420591,4.070693896834336,Brazil (1985),Sci-Fi
1953,861,4.098722415795587,4.070338334414343,"French Connection, The (1971)",Action|Crime|Drama|Thriller
1090,1143,4.090113735783027,4.068799851342385,Platoon (1986),Drama|War
909,417,4.127098321342926,4.068689984264381,"Apartment, The (1960)",Comedy|Drama
1537,350,4.137142857142857,4.0676955566286646,Shall We Dance? (Shall We Dansu?) (1996),Comedy
1266,997,4.0902708124373115,4.065977290020502,Unforgiven (1992),Western
2208,199,4.185929648241206,4.064571175307091,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller
3470,92,4.326086956521739,4.063931145432858,Dersu Uzala (1974),Adventure|Drama
3265,327,4.137614678899083,4.063867964592748,Hard-Boiled (Lashou shentan) (1992),Action|Crime
1361,159,4.213836477987422,4.062575227997445,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
1084,686,4.096209912536443,4.061247585124274,Bonnie and Clyde (1967),Crime|Drama
2959,1451,4.077188146106134,4.060678362859071,Fight Club (1999),Drama
1950,348,4.129310344827586,4.06049804686298,In the Heat of the Night (1967),Drama|Mystery
2937,104,4.288461538461538,4.058949497736791,"Palm Beach Story, The (1942)",Comedy
1206,1229,4.0781122864117165,4.05870072138504,"Clockwork Orange, A (1971)",Sci-Fi
1307,1568,4.073341836734694,4.0581447606004115,When Harry Met Sally... (1989),Comedy|Romance
924,1716,4.068764568764569,4.054970681003095,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller
150,1251,4.073541167066347,4.054633530093363,Apollo 13 (1995),Drama
945,251,4.147410358565737,4.053416022097894,Top Hat (1935),Comedy|Musical|Romance
1303,310,4.129032258064516,4.052995062920739,"Man Who Would Be King, The (1975)",Adventure
556,132,4.2272727272727275,4.049880344238823,"War Room, The (1993)",Documentary
589,2649,4.058512646281616,4.049676999870866,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller
1244,718,4.082172701949861,4.049581019077429,Manhattan (1979),Comedy|Drama|Romance
3789,156,4.198717948717949,4.048923410929445,"Pawnbroker, The (1965)",Drama
1231,750,4.08,4.048847778314332,"Right Stuff, The (1983)",Drama
933,443,4.10158013544018,4.0488402082179835,To Catch a Thief (1955),Comedy|Romance|Thriller
58,501,4.093812375249501,4.047328897734057,"Postino, Il (The Postman) (1994)",Drama|Romance
800,630,4.082539682539682,4.045703268605097,Lone Star (1996),Drama|Mystery
2064,798,4.0739348370927315,4.044903564447482,Roger & Me (1989),Comedy|Documentary
994,450,4.095555555555555,4.0441564453029315,Big Night (1996),Drama
3949,304,4.115131578947368,4.039768990540864,Requiem for a Dream (2000),Drama
3811,360,4.102777777777778,4.039215177198697,Breaker Morant (1980),Drama|War
3911,657,4.073059360730594,4.038300173481564,Best in Show (2000),Comedy
1610,1652,4.052058111380146,4.038236323532002,"Hunt for Red October, The (1990)",Action|Thriller
3359,520,4.0807692307692305,4.036979337985027,Breaking Away (1979),Drama
2935,145,4.1931034482758625,4.036298577699824,"Lady Eve, The (1941)",Comedy|Romance
1961,1330,4.053383458646617,4.036288567138743,Rain Man (1988),Drama
1066,175,4.1657142857142855,4.035903211784293,Shall We Dance? (1937),Comedy|Musical|Romance
3421,1207,4.053024026512014,4.034270662411668,Animal House (1978),Comedy
1944,364,4.096153846153846,4.0340053687233475,From Here to Eternity (1953),Drama|Romance|War
3334,461,4.082429501084599,4.0334211793570764,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
3006,884,4.0588235294117645,4.033274328320627,"Insider, The (1999)",Drama
3083,394,4.086294416243655,4.029455456422221,All About My Mother (Todo Sobre Mi Madre) (1999),Comedy|Drama
1947,761,4.057818659658344,4.02845650141981,West Side Story (1961),Musical|Romance
1939,236,4.122881355932203,4.028245533746384,"Best Years of Our Lives, The (1946)",Drama|War
3671,1119,4.047363717605005,4.027440737939663,Blazing Saddles (1974),Comedy|Western
3088,356,4.089887640449438,4.02728626268834,Harvey (1950),Comedy
2067,564,4.065602836879433,4.02618603037698,Doctor Zhivago (1965),Drama|Romance|War
2010,388,4.082474226804123,4.025292745779603,Metropolis (1926),Sci-Fi
1086,379,4.079155672823219,4.021161358161924,Dial M for Murder (1954),Mystery|Thriller
1211,242,4.1115702479338845,4.0208158309981705,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Romance
670,56,4.410714285714286,4.019605874070432,"World of Apu, The (Apur Sansar) (1959)",Drama
741,314,4.089171974522293,4.019445666624907,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi
162,491,4.063136456211812,4.018628877359456,Crumb (1994),Documentary
3090,177,4.141242937853107,4.0179657385527126,Matewan (1987),Drama
1210,2883,4.022892819979188,4.01536932241782,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
2761,674,4.0474777448071215,4.0153014125020245,"Iron Giant, The (1999)",Animation|Children's
2351,111,4.207207207207207,4.012908215226496,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama
232,346,4.07514450867052,4.012823794574408,Eat Drink Man Woman (1994),Comedy|Drama
1251,228,4.105263157894737,4.011072743350597,8 1/2 (1963),Drama
307,243,4.098765432098766,4.010505879356539,Three Colors: Blue (1993),Drama
29,403,4.062034739454094,4.009002699009859,"City of Lost Children, The (1995)",Adventure|Sci-Fi
3198,325,4.073846153846154,4.008208593737242,Papillon (1973),Drama
3037,591,4.04399323181049,4.007922344230055,Little Big Man (1970),Comedy|Drama|Western
2336,938,4.029850746268656,4.00716419296707,Elizabeth (1998),Drama
599,264,4.087121212121212,4.006618543476006,"Wild Bunch, The (1969)",Western
2966,429,4.055944055944056,4.0064263520907435,"Straight Story, The (1999)",Drama
1394,1434,4.02092050209205,4.0061174007085345,Raising Arizona (1987),Comedy
2726,130,4.1692307692307695,4.0059901258414765,"Killing, The (1956)",Crime|Film-Noir
3363,990,4.026262626262627,4.004882906395641,American Graffiti (1973),Comedy|Drama
2973,460,4.05,4.0040749463754235,Crimes and Misdemeanors (1989),Comedy
2132,297,4.074074074074074,4.003107269888951,Who's Afraid of Virginia Woolf? (1966),Drama
17,835,4.027544910179641,4.002348274182447,Sense and Sensibility (1995),Drama|Romance
326,61,4.344262295081967,4.000704708571764,To Live (Huozhe) (1994),Drama
3365,245,4.085714285714285,4.000265161530392,"Searchers, The (1956)",Western
446,254,4.082677165354331,4.000257311353506,Farewell My Concubine (1993),Drama|Romance
3471,1451,4.0144727773949,4.000052113691849,Close Encounters of the Third Kind (1977),Drama|Sci-Fi
947,188,4.1063829787234045,3.9961269859305286,My Man Godfrey (1936),Comedy
1080,926,4.018358531317495,3.9959817855035515,Monty Python's Life of Brian (1979),Comedy
2248,914,4.017505470459518,3.9948944218376194,Say Anything... (1989),Comedy|Drama|Romance
1041,474,4.037974683544304,3.994424089029515,Secrets & Lies (1996),Drama
965,253,4.075098814229249,3.9936575004998875,"39 Steps, The (1935)",Thriller
3741,241,4.078838174273859,3.993395954128748,Badlands (1973),Crime|Drama
3077,88,4.2272727272727275,3.993320453996129,42 Up (1998),Documentary
2917,504,4.031746031746032,3.9911159253636566,Body Heat (1981),Crime|Thriller
1719,381,4.044619422572178,3.9909007486112893,"Sweet Hereafter, The (1997)",Drama
3504,688,4.020348837209302,3.990620897901715,Network (1976),Comedy|Drama
2908,850,4.014117647058823,3.9900869140571835,Boys Don't Cry (1999),Drama
2194,1127,4.007985803016859,3.9898710472824686,"Untouchables, The (1987)",Action|Crime|Drama
3508,365,4.043835616438356,3.988140295545701,"Outlaw Josey Wales, The (1976)",Western
906,187,4.096256684491979,3.9876718255336114,Gaslight (1944),Mystery|Thriller
2920,100,4.19,3.987188151009773,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance
1270,2583,3.9903213317847466,3.9825591426705147,Back to the Future (1985),Comedy|Sci-Fi
1246,855,4.005847953216374,3.982406875857973,Dead Poets Society (1989),Drama
3507,389,4.033419023136247,3.9819549490921773,"Odd Couple, The (1968)",Comedy
668,47,4.404255319148936,3.9801878623862454,Pather Panchali (1955),Drama
920,1156,3.9974048442906573,3.980164363724267,Gone with the Wind (1939),Drama|Romance|War
1292,591,4.013536379018612,3.9798412209851257,Being There (1979),Comedy
2819,319,4.040752351097178,3.9785317687031596,Three Days of the Condor (1975),Thriller
1249,733,4.005457025920873,3.9783885346762013,Nikita (La Femme Nikita) (1990),Thriller
1264,257,4.054474708171206,3.9774534939787163,Diva (1981),Action|Drama|Mystery|Romance|Thriller
1674,1046,3.9961759082217974,3.977261152054257,Witness (1985),Drama|Romance|Thriller
2944,707,4.0042432814710045,3.9763252610983693,"Dirty Dozen, The (1967)",Action|War
971,271,4.047970479704797,3.975321565892417,Cat on a Hot Tin Roof (1958),Drama
1963,252,4.051587301587301,3.9737689491770394,Take the Money and Run (1969),Comedy
2728,426,4.018779342723005,3.9728534089316514,Spartacus (1960),Drama
1236,90,4.188888888888889,3.9719873046533274,Trust (1990),Comedy|Drama
2936,161,4.093167701863354,3.9719347045093167,Sullivan's Travels (1942),Comedy
2677,230,4.056521739130435,3.9717079380409497,Buena Vista Social Club (1999),Documentary
497,667,4.0,3.9708203942140385,Much Ado About Nothing (1993),Comedy|Romance
2313,457,4.013129102844639,3.970568486492043,"Elephant Man, The (1980)",Drama
2066,106,4.150943396226415,3.968450145201704,Out of the Past (1947),Film-Noir
1226,226,4.053097345132743,3.9676747197516873,"Quiet Man, The (1952)",Comedy|Romance
3679,62,4.274193548387097,3.964984130816659,"Decline of Western Civilization, The (1981)",Documentary
1296,560,3.9964285714285714,3.962423315822075,"Room with a View, A (1986)",Drama|Romance
2791,1731,3.9711149624494513,3.9601786763904916,Airplane! (1980),Comedy
2330,92,4.163043478260869,3.9582973426159564,Hands on a Hard Body (1996),Documentary
2951,522,3.9942528735632186,3.9581787109291358,"Fistful of Dollars, A (1964)",Action|Western
1079,1326,3.971342383107089,3.9571789408804254,"Fish Called Wanda, A (1988)",Comedy
1097,2269,3.9651828999559275,3.9569116958393558,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
363,62,4.258064516129032,3.9560555593880875,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary
1077,744,3.9798387096774195,3.954758466815448,Sleeper (1973),Comedy|Sci-Fi
3467,279,4.021505376344086,3.954645053651872,Hud (1963),Drama|Western
1446,189,4.052910052910053,3.954302186826217,Kolya (1996),Comedy
1245,358,4.005586592178771,3.953623094733985,Miller's Crossing (1990),Drama
1956,507,3.990138067061144,3.953461800092398,Ordinary People (1980),Drama
1175,368,4.002717391304348,3.9523402455776697,Delicatessen (1991),Comedy|Sci-Fi
28,179,4.055865921787709,3.952306649133038,Persuasion (1995),Romance
3038,74,4.202702702702703,3.952243731060208,"Face in the Crowd, A (1957)",Drama
529,720,3.977777777777778,3.952049639807098,Searching for Bobby Fischer (1993),Drama
2612,136,4.088235294117647,3.9520334551154077,Mildred Pierce (1945),Drama
3783,235,4.029787234042553,3.951151658426196,Croupier (1998),Crime|Drama
3007,295,4.013559322033898,3.950951370004249,American Movie (1999),Documentary
2947,897,3.971014492753623,3.950452188649911,Goldfinger (1964),Action
3097,206,4.038834951456311,3.9495243072322883,"Shop Around the Corner, The (1940)",Comedy|Romance
3819,245,4.024489795918368,3.9494177039032743,Tampopo (1986),Comedy
2609,67,4.223880597014926,3.9493865183885966,"King of Masks, The (Bian Lian) (1996)",Drama
1931,225,4.0311111111111115,3.94937535509624,Mutiny on the Bounty (1935),Adventure
2020,773,3.9715394566623545,3.9478471721159973,Dangerous Liaisons (1988),Drama|Romance
1238,351,4.0,3.947825991649541,Local Hero (1983),Comedy
1281,216,4.032407407407407,3.9476624911709246,"Great Dictator, The (1940)",Comedy
1960,636,3.9764150943396226,3.9476358930779383,"Last Emperor, The (1987)",Drama|War
3362,765,3.969934640522876,3.9461082486521053,Dog Day Afternoon (1975),Comedy|Crime|Drama
3498,295,4.0067796610169495,3.945154268554974,Midnight Express (1978),Drama
3735,495,3.981818181818182,3.9450976562412214,Serpico (1973),Crime|Drama
1265,2278,3.953028972783143,3.9450507829258874,Groundhog Day (1993),Comedy|Romance
2289,978,3.96319018404908,3.9446286212562898,"Player, The (1992)",Comedy|Drama
3814,219,4.0228310502283104,3.94081123662255,Love and Death (1975),Comedy
936,132,4.075757575757576,3.939990234348713,Ninotchka (1939),Comedy|Romance
36,928,3.9579741379310347,3.9387302890096785,Dead Man Walking (1995),Drama
3341,177,4.03954802259887,3.938670584367691,Born Yesterday (1950),Comedy
1784,1424,3.9501404494382024,3.9376378715410216,As Good As It Gets (1997),Comedy|Drama
778,751,3.9600532623169107,3.9364272442590083,Trainspotting (1996),Drama
1997,885,3.9559322033898305,3.9359125375951507,"Exorcist, The (1973)",Horror
223,1412,3.946883852691218,3.934390029173369,Clerks (1994),Comedy
32,1511,3.945731303772336,3.934066766592867,Twelve Monkeys (1995),Drama|Sci-Fi
